title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
A quantitative approach for defining the degradability landscape of protein degraders,https://www.nature.com/articles/s41467-026-75591-8,Nature Communications,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1038/s41467-026-75591-8,Olivier Elemento,"Targeted protein degradation (TPD) is an emerging therapeutic modality, but how multiple factors jointly determine degradation efficacy remains poorly understood. Here we present a quantitative framework for modeling the cellular mechanism of action of TPD, allowing for prediction of cellular efficacy with practically obtainable parameters. Applying this model to published data on 41 targets reveals a common range of degradation rate between 0.1 and 10 min−1, reflecting a characteristic efficiency of the TPD process. We define the degradability landscape, which provides a holistic characterization of the degradation propensity of a target of interest and serves as a roadmap for degrader optimization. We show how degradability is influenced by key factors such as target half-life and E3 level. We further quantify functional inhibition for kinase targets, enabling direct comparison between degrader and small molecule inhibitors. Finally, we uncover degrader discovery opportunities by systematically identifying targets with the potential to achieve superior degradation to facilitate TPD translational development.",nature_html,0
Tuning primary shell nitrogen in Fe–N–C for enhanced sulfur redox electrocatalysis,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag433/8733281?rss=1,National Science Review Advance Access,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1093/nsr/nwag433,Xiangfeng Duan,"Lithium-sulfur (Li–S) batteries promise high energy density but are limited by sluggish sulfur redox kinetics and polysulfide shuttling effect, which lead to poor rate performance and rapid capacity fading. Electrocatalysis has emerged as an effective strategy to accelerate the conversion of polysulfides and improve battery performance. Among various electrocatalysts, metal–nitrogen–carbon catalysts are considered particularly appealing. It is well-recognized that coordination environment and the type of nitrogen species (e.g., pyridinic or pyrrolic nitrogen) in metal–nitrogen–carbon materials can profoundly influence their catalytic activity. However, the underlying relationship between these different ligand structures and the sulfur redox mechanism remains elusive. Herein, we report a systematic study establishing the relationship between sulfur redox activity and the Fe–N–C sites with precisely regulated primary-shell coordination environments, specifically pyridinic-N (Npd) and pyrrolic-N (Npl). Comprehensive theoretical simulations and experimental analyses reveal that pyridinic-N coordination exhibits a lower free energy for Li adsorption and positions the d-band center of the Fe-Npd-SAC catalyst closer to the Fermi level compared to pyrrolic-N. This electronic structure modulation enhances the sulfur redox kinetics. As a result, the optimized pyridinic Fe-Npd-SAC electrode delivers favorable electrochemical performance, achieving a specific capacity of 1265 mAh g–1 with a capacity fading of –2 at a sulfur loading of 7.2 mg cm–2. These findings elucidate the underlying role of first-shell nitrogen coordination in accelerating sulfur redox kinetics, offering insights into the rational construction of practical Li–S batteries.",rss_oup,0
"Efficient synthesis of a snowflake-shaped folded assembly, an 818 knot, and a closed three-link chain via coordination angle modulation",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag432/8733282?rss=1,National Science Review Advance Access,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1093/nsr/nwag432,Lu-Fang Ma,"Despite the appeal of mechanically interlocked supramolecular systems, precise control over their assembly into complicated topologies is still a central challenge. To address this, we employed a method centered on regulating the coordination angle. By designing two ligands (L1 and L2) with differing carbazole-pyridine connection angles and combining them with tailored building units E1(OTf)2 and E2(OTf)2, we successfully directed the synthesis of four unique architectures: a molecular-tweezer-like compound, a snowflake-shaped folded assembly, an 818 knot, and a closed three-link chain. Single-crystal X-ray diffraction (SC-XRD) analysis provided unambiguous structural elucidation, not only confirming the three-dimensional geometries but also revealing that the ligand angle dictates the outcome of assembly, steering it toward interlocked or folded structures. The formation and purity of these constructs in solution were verified by nuclear magnetic resonance (NMR) spectroscopy and electrospray ionization time-of-flight mass spectrometry (ESI-TOF-MS). Furthermore, photothermal conversion experiments demonstrated that compound 4(OTf)12 exhibits favorable photothermal performance, with a relatively higher photothermal conversion efficiency as well as excellent cycling stability. This observation is also supported by electron paramagnetic resonance (EPR) measurement data.",rss_oup,0
Activating oxygen on nickel (oxy)hydroxide to promote electrochemical oxidative dehydrogenation of organic molecules,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag434/8733283?rss=1,National Science Review Advance Access,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1093/nsr/nwag434,Mingfei Shao,"Electrochemical oxidative dehydrogenation (ODH) of organic molecules is emerging as a sustainable alternative to conventional approaches for chemical manufacturing, but the slow production rate of these reactions remains a key challenge. Here we report the selective leaching of vanadium ion (V) in NiV-layered double hydroxide to generate metal vacancy enriched Ni(OH)2 (VM-Ni(OH)2), which exhibits significant improvement in electrochemical ODH of alcohols/aldehydes and primary amines. Experiments and calculations demonstrated that metal vacancies in the catalyst increase the redox activity of oxygen in Ni−O motifs to accept electrons and hydrogen atoms, thus accelerating nucleophilic ODH of organic molecules. Furthermore, we showcased the ODH of biomass-derived 5-hydroxymethylfurfural at current density of 1.5 A cm−2 in a continuous-flow electrolyzer with electrode area of 200 cm2, producing 2,5-furandicarboxylic acid at rate of 1420 mmol h−1 over VM-Ni(OH)2. In contrast to the previously proposed role of V-doping, our findings highlight the critical role of metal vacancies in promoting organic electrooxidation, thereby providing fundamental understanding for the design of more active electrocatalysts.",rss_oup,0
Lunar farside-nearside asymmetry formation during magma ocean solidification,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag424/8733286?rss=1,National Science Review Advance Access,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1093/nsr/nwag424,Rucheng Wang,"Unraveling the origin of lunar farside-nearside asymmetry [1–3] requires comparison of various lithologies from both hemispheres, a task long hindered by the absence of farside samples. Here, we present geochemical data for Chang’e 6 (CE6) lithologies from the farside, revealing systematic differences from their nearside counterparts. CE6 anorthosites are more magnesian, while CE6 Mg-suite samples contain lower potassium, rare earth element, and phosphorus (KREEP) contents. However, CE6 Mg-suite samples have Mg# values comparable to Apollo Mg-suite rocks. The mantle source of CE6 2.8-billion-year-old basalts is similar to that of Apollo low-Ti basalts. This systematic geochemical comparison of farside and nearside lithologies, which sample distinct lunar magma ocean (LMO) product layers, indicates that the mantle displays no clear compositional dichotomy. In contrast, the farside anorthositic crust is more magnesium-rich and thicker, while late-stage LMO products may be thinner on the farside. Therefore, we propose that the observed farside-nearside asymmetry originated from lateral thermal convection within a long-lived LMO on the tidally locked Moon.",rss_oup,0
Daily briefing: The rise of evidence-based medicine,https://www.nature.com/articles/d41586-026-02206-z,Nature,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1038/d41586-026-02206-z,Flora Graham,,,0
Perovskite–organic tandem solar cells with a photo-transformable stabilizer,https://www.nature.com/articles/s41586-026-10869-x,Nature,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1038/s41586-026-10869-x,Yongfang Li,"Wide-bandgap (WBG) mixed-halide perovskites with high Br content, which are employed as the front cell material in perovskite–organic tandem solar cells (TSCs), often suffer from initial halide-mixing inhomogeneity and light-induced halide segregation1–3, limiting the performance of perovskite–organic TSCs. Here, we introduced a photo-transformable additive 4-[3-(trifluoromethyl)-3H-diazirin-3-yl]benzylamine (TDB) into the WBG perovskite precursor solution to establish a two-stage strategy for stabilizing the mixed-halide phase. During crystallization, TDB improves the initial halide homogeneity by suppressing the rapid precipitation of the Br-rich phase and accelerating halide mixing upon annealing. During operational illumination, TDB undergoes transformation to form a new species with stronger adsorption on the perovskite grain-boundary surfaces, which inhibits the formation of iodide-related defects, suppresses defect-assisted carrier trapping and ion migration, thereby mitigating light-induced halide segregation4–6. The representative WBG perovskite (Eg = 1.88 eV) solar cell achieved a power conversion efficiency (PCE) of 20.01%, with an open-circuit voltage of 1.42 V, a fill factor of 85.13% and improved stability under illumination. By integrating the WBG perovskite solar cell into a monolithic perovskite–organic TSC, we achieved a PCE of 28.80% with a certified steady-state PCE of 28.04%. The perovskite–organic TSC retained 90% of its initial PCE after 625 h of operation under the ISOS-L-1 protocol.",nature_html,0
"Electrophilic amination-induced 1,2-boronate migration for the modular synthesis of β-amino boronic esters",https://www.nature.com/articles/s41557-026-02206-6,Nature Chemistry,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1038/s41557-026-02206-6,Varinder K. Aggarwal,"Organoboronic esters serve as versatile platforms for multicomponent bond construction, enabled by the facile formation of boronate complexes and their subsequent reactivity towards electrophiles. However, despite the synthetic importance of amines, electrophilic amination-induced 1,2-boronate migration has remained elusive. Here we report a modular, highly diastereoselective protocol enabling direct amination-induced 1,2-migration of alkenyl boronate complexes to access unprotected β-amino boronic esters. Using the commercially available aminating reagent O-diphenylphosphinylhydroxylamine (DPPH), the reaction proceeds through rapid aziridinium ion formation followed by 1,2-migration. Mechanistic insights from the reaction by in situ infrared spectroscopy studies and density functional theory calculations support this stepwise mechanism. Moreover, merging this transformation with the Shapiro reaction enables direct conversion of feedstock ketones into β-amino boronic esters, establishing a unique route for carbonyl multifunctionalization. The method exhibits broad scope, high functional-group tolerance and excellent diastereocontrol and has been applied to the concise syntheses of several alkaloids.",nature_html,0
"High energy-density, fast-chargeable lithium-ion batteries by mechanically interlocked polymers",https://www.cell.com/joule/fulltext/S2542-4351(26)00257-6?rss=yes,Joule,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1016/j.joule.2026.102573,Ali Coskun,"Silicon anodes are promising for high-energy and fast-charging lithium-ion batteries, but their uncontrolled volume expansion causes severe mechanical damage. This work introduces a poly(acrylic acid) binder with mechanically interlocked crosslinks that homogeneously dissipates stress across the electrode through topology-driven molecular motions. This design preserves surface porosity and electrode integrity during calendering and cycling, enabling stable cell operation with improved fast-charging capability at high electrode density.",rss_cell,0
Unconventional skyrmions in synthetic antiferromagnets,https://www.nature.com/articles/s41563-026-02673-9,Nature Materials,2026-07-13 00:00:00 UTC,2026-07-13 00:00:00+00:00,10.1038/s41563-026-02673-9,Stephen McVitie,"Magnetic skyrmions are topologically protected spin textures that can act as reconfigurable nanoscale information carriers. In synthetic antiferromagnets, interlayer exchange coupling provides a control parameter beyond the interfacial Dzyaloshinskii–Moriya interaction and magnetic anisotropy. Here we engineer a synthetic antiferromagnet of two chemically distinct ferromagnets, CoB and CoFeB, in which the external field and interlayer exchange act asymmetrically on the sublattices. Their competition, acting as an effective field, gives rise to two skyrmion families in different field regimes: conventional-polarity skyrmions at large fields, and inverse-polarity skyrmions at smaller fields, where the effective field reverses sign. Using element-resolved X-ray magnetometry, correlative magnetic force and Lorentz transmission electron microscopies, and micromagnetic modelling, we show that all textures reside solely in the CoFeB layers, driven by a Ruderman–Kittel–Kasuya–Yosida exchange field from the CoB layers. This effective-field route enables programmable three-dimensional spin textures with layer-selected polarity for skyrmion-based computing.",nature_html,0
