title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Family of magnetic field-boosted superconductors in rhombohedral graphene,https://www.nature.com/articles/s41586-026-10815-x,Nature,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41586-026-10815-x,Long Ju,"In some unconventional superconductors, time-reversal symmetry can be broken in addition to the gauge symmetry1, resulting in superconductivities that can be enhanced or induced by magnetic fields2. However, field-enhanced superconductors are more vulnerable to impurities than Bardeen-Cooper-Schrieffer counterparts3. Crystalline rhombohedral multilayer graphene is a promising platform to explore them due to its superior material quality and gate-tunable strong correlation effects4,5. Here we report transport measurements of rhombohedral tetralayer and pentalayer graphene, demonstrating a spectrum of clean-limit superconductivities. We found three different types of field-enhanced and field-induced superconductivities in the pentalayer. They are all robust against an in-plane field up to 8.5 Tesla, exceeding the Pauli limit by tens of times. Compared to Bernal bilayer graphene showing only in-plane field-enhancement6, pentalayer graphene features superconductors enhanced by out-of-plane as well as in-plane fields. They also reside at much lower gate electric fields owing to the intrinsically flatter band dispersion—facilitating their study and further engineering. Additionally, we observed that proximitized spin-orbit coupling (SOC) generates multiple new superconductors without introducing additional disorder effects. Our work establishes a new family of magnetic field-boosted superconductors in rhombohedral graphene. Utilizing the high accessibility with moderate gate voltages, this will pave the way for realizing non-Abelian quasiparticles through interfacial engineering7 in the extreme clean limit, in that proximitized SOC leads to topological states8 and maintains the ultrahigh quality of crystalline graphene.",nature_html,0
Dissimilatory iodate-reducing microorganisms inhabit marine oxygen minimum zones,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag397/8721500?rss=1,National Science Review Advance Access,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1093/nsr/nwag397,Yanxin Wang,"Based on theoretical thermodynamic calculations, microbial IO3− reduction precedes NO3− reduction, and it was previously proposed that dissimilatory iodate-reducing microorganisms (DIRMs) inhabit a unique niche above marine oxygen minimum zones (OMZs). Here we demonstrate that dissimilatory IO3− reduction lags behind NO3− reduction in two representative strains Azonexus hydrophilus NCP973 and Denitromonas iodatirespirans IR-12. Correspondingly, the functional genes idrABP1P2 for DIRMs were found to be exclusively distributed across depth profiles of global OMZs where NO3− reduction is active. Combined with widespread detection and heterologous expression of the idrABP1P2 of MAGs from the OMZs, these findings suggest that DIRMs inhabit marine OMZs and contribute to I− production and accumulation. As OMZs expand under global warming, DIRMs could enhance volatile iodine fluxes to the atmosphere by producing the precursor I−. Given the environmental health importance of atmospheric iodine, integrating this pathway into marine iodine biogeochemical models will improve our capability of understanding and predicting the future changes in oceanic iodine emissions.",rss_oup,0
Serendipitous twist in a hemithioindigo molecular motor enables energy storage,https://www.nature.com/articles/s41557-026-02191-w,Nature Chemistry,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41557-026-02191-w,Jos C. M. Kistemaker,,,0
Trefoil polymers from a knotted synthon,https://www.nature.com/articles/s41557-026-02197-4,Nature Chemistry,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41557-026-02197-4,Liang Zhang,"Precise control over the presence and position of knots in polymers remains a long-standing synthetic challenge, with theory indicating broad implications for properties and function. Here we report on a topological synthon approach—extension and macrocyclization of an overhand knot—that enables the high yielding synthesis of closed-loop trefoiled polymers with narrow polydispersity and tunable topological parameters. From the same set of building blocks we prepared linear, cyclic and trefoiled topoisomers of matched chemical composition, allowing topology–property relationships to be examined directly. Low-temperature ultrahigh-vacuum scanning tunnelling microscopy resolved three conformers of trefoiled polystyrene, with high-, medium- and low-symmetry forms whose populations depend on chain length, local flexibility and solvation. Coarse‑grained Langevin dynamics reproduce these distributions and indicate that bending energy and conformational entropy govern conformer stability. Metal binding localizes the knotted region, reminiscent of protein/DNA knot translocation. The synthon also affords trefoiled poly(ethylene glycol) and trefoiled polystyrene–poly(ethylene glycol) diblock copolymers, demonstrating the generality of the approach across polymer backbones.",nature_html,0
Inverted metal-free active template synthesis of rotaxanes via axle‑mediated macrocyclization,https://www.nature.com/articles/s41557-026-02188-5,Nature Chemistry,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41557-026-02188-5,David A. Leigh,"Rotaxane synthesis generally requires the macrocycle to contain recognition sites for the threaded axle or its building blocks. Here we show that flexible oligo(ethylene glycol) axles can instead promote the formation of macrocycles around themselves, enabling an inverted, metal-free active-template route to rotaxanes from simple building blocks. The axle accelerates amide-bond-forming macrocyclization through hydrogen bonding, giving [2]rotaxanes in up to 70% yield. Longer axles enable the iterative assembly of higher-order [n]rotaxanes, with up to four macrocycles threaded onto an octa(ethylene glycol) chain. The X-ray crystal structure of such a [5]rotaxane reveals a crowded helical stack of rings stabilized by aromatic stacking and hydrogen bonding, explaining the enhanced efficacy of the later macrocyclizations. Subsequent deletion of the newly formed amides gives structurally minimalist rotaxanes comprising an oligo(ethylene glycol) axle threaded through a cyclohydrocarbon. Removing the requirement for particular functional groups and structural motifs in rotaxane macrocycles increases the accessible structures of mechanically interlocked molecules.",nature_html,0
Covalency control of photomagnetic relaxation in a manganese(II) photoswitch,https://www.nature.com/articles/s41557-026-02193-8,Nature Chemistry,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41557-026-02193-8,Katja Heinze,"Switching the electronic spin state in molecules by light is achieved via chemical bond reshuffling or light-induced excited spin state trapping. These procedures either require large-amplitude nuclear motions or cryogenic temperatures limiting their application in data storage or quantum computing devices. Here we show that a carbene manganese(II) complex undergoes light-induced excited spin state trapping at 141 K in solution and 112.5 K in the solid state. Irradiation quantitatively switches from low- to high-spin in solution and in the solid. The lifetime of the metastable high-spin state extrapolated from experimental data amounts to over 1 million years at 77 K. Key to success for the very long lifetime is the high reorganization energy due to high metal–ligand bond covalency, and hence, a large barrier height and width for the spin relaxation, paving the way for photo-switchable magnetic materials operating at ambient temperature.",nature_html,0
Tropical origins of the recent trends in Northern Hemisphere wintertime jet streams,https://www.nature.com/articles/s41467-026-74980-3,Nature Communications,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41467-026-74980-3,Sebastian Schemm,"Mid-latitude jet streams are fundamental to global weather and influence high-impact meteorological events. Climate models consistently project a poleward shift of the jets under anthropogenic warming and evidence for such a shift recently emerged in reanalysis data. Here we show that trends in Northern Hemisphere winter jet streams over the past 45 years are closely linked to the increased number of intense mid-latitude precipitation events over a large area in the western North Pacific, themselves favored by tropical precipitation anomalies associated with the more recurrent La-Niña-like conditions but also during recent El-Nino seasons when the Madden Julian Oscillation is under phases 4 to 6. During these events, the North Pacific jet is accelerated on its poleward flank followed by an acceleration of the North Atlantic jet. The findings reveal that tropical Pacific precipitation trends, through their modulation of quasi-stationary and synoptic eddy activity, play a pivotal role in shaping recent mid-latitude jet stream trends in the Northern Hemisphere. This provides an avenue of research to evaluate climate models and their ability to reproduce historical and future trends.",nature_html,0
Author Correction: Parity–time symmetry and exceptional points in electronic circuits,https://www.nature.com/articles/s41928-026-01671-8,Nature Electronics,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1038/s41928-026-01671-8,Tsampikos Kottos,,,0
A mechanistic investigation of the relationship between battery energy and capacity,https://www.cell.com/joule/fulltext/S2542-4351(26)00224-2?rss=yes,Joule,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1016/j.joule.2026.102540,Yuliya Preger,"Battery state of health is conventionally tracked by capacity (Ah), yet energy (Wh) is the critical metric for real-world applications. These two metrics often diverge, leading to inaccurate lifetime predictions and possible safety concerns. This work establishes and validates a theoretical framework linking this divergence to specific degradation modes with an impact of the electrode chemistry, the operating regime, the kinetics, and the depth of discharge.",rss_cell,0
"Cost-effective valorization of 2,3-butanediol to high-value chemicals and jet fuel",https://www.cell.com/joule/fulltext/S2542-4351(26)00220-5?rss=yes,Joule,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1016/j.joule.2026.102536,Andrew D. Sutton,"This work presents an optimized process for biomass-derived sustainable aviation fuel production through 2,3-butanediol. 2,3-Butanediol utilization is limited by separation from water, but this challenge is solved by reactive extraction to form dioxolanes with an aldehyde. Isobutyraldehyde formed in situ eliminates the need for an external aldehyde source, enabling the economic and environmental viability of the process. Techno-economic analyses and life cycle assessments indicate fuel and chemical production scenarios with 58% reduction in CO2 emissions.",rss_cell,0
