title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
[ASAP] Scaling of CO2-to-CO Membrane Electrode Assembly Cell: From 5 cm2 Single Cell to 300 cm2 Stack,http://dx.doi.org/10.1021/acsenergylett.5c04126,ACS Energy Letters: Latest Articles (ACS Publications),2026-03-02 18:50:24 UTC,2026-03-02 18:50:24+00:00,10.1021/acsenergylett.5c04126,Paul J. A. Kenis,"Translation of electrochemical carbon dioxide (CO2)-to-carbon monoxide (CO) conversion in membrane electrode assembly cells to industrially relevant dimensions and robustness remains constrained by issues, such as cathode flooding, salt formation, and electrode degradation at elevated current densities. Through scaling from a 5 cm2 cell to a 300 cm2 stack, we address three specific challenges: (i) uniform dispersion of fluorinated ethylene propylene with in the Ag cathode prevents flooding; (ii) baffled serpentine flow fields accelerate liquid removal from gas diffusion layers; and (iii) corrosion-resistant IrO2-coated dimensionally stable anode replaces the carbon-based anode to ensure stable oxygen evolution. The optimized 100 cm2 cell sustains a 95.2% CO selectivity at 30 A with minimal voltage drift. A 300 cm2 stack achieves 89.8% CO selectivity at 90 A, producing 25.1 mmol of CO min–1. In aggregate, these results address key challenges related to translation of CO2-to-CO electrolysis from laboratory- to pilot-scale.",openalex,1
[ASAP] Dynamic Laser Interferometry Unveils Interfacial Ion Dynamics and Dendrite Evolution in Zn Electrodeposition,http://dx.doi.org/10.1021/acsenergylett.6c00140,ACS Energy Letters: Latest Articles (ACS Publications),2026-03-02 19:21:13 UTC,2026-03-02 19:21:13+00:00,10.1021/acsenergylett.6c00140,Hong Miao,"The formation of dendrites during zinc electrodeposition is a pivotal challenge that limits the performance and lifespan of rechargeable zinc batteries. Using a high-resolution laser interferometric imaging platform (2.2 μm spatial, 50 ms temporal, 10–3 M concentration), we directly visualized Zn2+ concentration gradients at the electrode–electrolyte interface. A four-stage evolution model for dendrite growth was identified, with each stage governed by distinct local concentration fields: (I) mossy growth under a uniform concentration distribution; (II) heterogeneous deposition driven by emerging concentration inhomogeneity; (III) localized, accelerated growth in regions of high concentration alongside depletion zones approaching zero; and (IV) preferential deposition confined to high-concentration regions at dendritic tips. Guided by this mechanism, pulsed current was applied to modulate the concentration field, reducing the average dendrite growth rate by 42% compared to galvanostatic deposition. This work provides fundamental insights into zinc electrodeposition and offers a framework for studying other metal battery systems.",openalex,1
Ultrathin seed wing with heterogeneous structures for highly efficient dispersal of African tulip tree,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag132/8504132?rss=1,National Science Review Advance Access,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1093/nsr/nwag132,Jianing Wu,"To colonize new habitats, plant seeds have evolved a variety of specialized structures for wind dispersal. The African tulip tree, identified as one of the 100 world’s worst invasive alien species, features filmy winged seeds predominantly dispersed by wind. Herein, we found that most of the wing region is single-cell-layer thick with the thinnest part measuring only 0.4 μm, enabling the wing to cover 90% of the seed’s size while constituting only 25% of the total mass. We revealed that such ultrathin wing is reinforced by a series of heterogeneous vein-like structures that maintain the wing extension even in the turbulent airflow and can resist circumferential fracture to minimize the detrimental impact on the aerodynamic performance. The filmy wing is also able to conformably attach to the uneven wet substrates, enhancing the chance of locating on water-rich soils for seed germination. The unique geometry and material composition in the seed wing present an elegant natural solution in balancing lightweight, proper stiffness, and directional toughness suited for varied environments. Inspired by the natural seed, we designed a passive micro-flier with a customizable wing that can realize multifunction, illuminating new possibilities in large-scale aerial delivery for wide-range sampling and environmental monitoring.",rss_oup,0
Immune-instructive bone organoids via non-immunogenic plant-based bioinks for enhanced bone repair,https://www.cell.com/matter/fulltext/S2590-2385(26)00014-7?rss=yes,Matter,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1016/j.matt.2026.102651,Jiacan Su,"Plant-derived, cytokine-free bioinks enable the generation of immune-instructive bone organoids that intrinsically recruit and stably reprogram macrophages toward a long-lasting M2 phenotype. The aloe-nanoclay-GelMA system integrates immunomodulation with enhanced osteogenesis, ECM maturation, and structural printability, leading to robust cranial-defect repair. This work establishes a scalable and translational platform for immune-responsive bone organoid engineering.",rss_cell,0
Evolution of polaron hopping in amorphous electrochromic trioxides,https://www.cell.com/matter/fulltext/S2590-2385(25)00679-4?rss=yes,Matter,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1016/j.matt.2025.102636,Rui-Tao Wen,"In situ optical absorption evolution of MOx under charge insertion can be categorized into three stages: stage-I, absorption predominantly occurs in the lower energy region; stage-II, the absorption progressively shifts to higher energy regions; and stage-III, absorption stabilizes in the higher energy region.",rss_cell,0
Mitotic microhomology-mediated break-induced replication promotes chromoanasynthesis,https://www.nature.com/articles/s41467-026-70086-y,Nature Communications,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1038/s41467-026-70086-y,Duncan M. Baird,"Chromoanasynthesis is a form of complex chromosomal rearrangement (CCR) commonly detected in cancers and congenital disorders, but the mechanism underlying its generation remain elusive. Here we develop a single-molecule long-read DNA sequencing approach to characterise ultra-complex mutational events, consistent with chromoanasynthesis, occurring at shortened telomeres and sub-telomeric DNA double-strand breaks in human cells. Our data reveal that chromoanasynthesis is generated by microhomology-mediated break-induced replication (MM-BIR), occurring specifically in mitosis. Surprisingly, this mitotic pathway involves a collaboration between microhomology-mediated end-joining (MMEJ) and BIR, where MMEJ proteins initiate a Polδ-dependent BIR pathway that is regulated by PIF1, POLD3 and PCNA. This pathway is highly prone to template switching and can generate dramatic amplification of genomic loci in a single event. Our findings help explain the extreme mutagenic nature of chromoanasynthesis and establish mitotic MM-BIR as a key driver of CCRs, with important implications for the origin of cancers and congenital disorders.",nature_html,0
Subcellular proteomics reveals a blueprint for endosymbiont integration in trypanosomatid Angomonas deanei,https://www.nature.com/articles/s41467-026-70084-0,Nature Communications,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1038/s41467-026-70084-0,Vyacheslav Yurchenko,"The acquisition of endosymbionts is a fundamental process that has driven the evolution of eukaryotes. The tree of life is filled with cases of internalised prokaryotes that have become integrated into their hosts, often forming mutually beneficial relationships. The trypanosomatid Angomonas deanei is one such case, harbouring a single β-proteobacterial endosymbiont. This symbiotic relationship is highly advanced, as evidenced by the identification of host-encoded proteins that are targeted to the bacterium and control its division. To deeper understand this integration, we performed an in-depth subcellular proteomic analysis to determine the compartmental localisation of both host and endosymbiont proteins. Our analysis resolved over 5,000 host proteins and over 400 endosymbiont proteins. We used this rich dataset to identify several novel host-encoded proteins targeted to the bacterium, and validated our predictions using genetic manipulations and microscopy. By mapping the localised enzymatic repertoire, we were able to shed light on metabolic interplay between the two organisms. We confirmed an energetic basis for the previously observed association between the host’s glycosomes and its endosymbiont, and discovered an interaction between the endosymbiont and the host’s acidocalcisomes. This subcellular proteomic dataset provides a comprehensive foundation for future research into the remarkable process of bacterial integration.",nature_html,0
Stereoselective depolymerization of chiral polyesters,https://www.nature.com/articles/s41467-026-70164-1,Nature Communications,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1038/s41467-026-70164-1,Qinggang Wang,"Enzymes precisely structured chiral active pockets can achieve highly selective recognition of chirality in small molecules as well as macromolecule, enabling asymmetric transformation. Inspired by enzymic catalysis, the design of synthetic catalysts has enabled diverse asymmetric reactions of small molecules. However, stereoselective transformations of macromolecules catalyzed by synthetic catalysts remain unexplored. This work establishes a significant advancement in the field by demonstrating chiral recognition and conversion of polymers using synthetic catalysts. Employing the representative chiral polymer polylactic acid (PLA) as a model substrate, a specially designed catalyst BisSalen-Al with confined chiral cavity facilitated the stereoselective depolymerization of PLA into chiral lactide (LA) monomers. In depth exploration of the relationship between catalyst structure and stereoselectivity revealed the chiral recognition mechanism of polymer stereochemistry and catalyst chiral cavity matching. This work provides a strategy for the stereoselective conversion of chiral polymers and significantly advances the expansion of asymmetric catalysis into macromolecular systems.",nature_html,0
Nucleotide-resolution mapping of regulatory elements via allelic readout of tiled base editing,https://www.nature.com/articles/s41467-026-69918-8,Nature Communications,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1038/s41467-026-69918-8,Luca Pinello,"CRISPR tiling screens have enabled the characterization of regulatory sequences but are limited by low resolution arising from the indirect readout of editing via guide RNA sequencing and enrichment analysis. This study introduces an end-to-end experimental assay and computational pipeline, which leverages targeted sequencing of CRISPR-introduced alleles at the endogenous target locus following dense base-editing mutagenesis. As a proof of concept, we studied a putative CD19 enhancer, an immunotherapy target in leukemia, and identified alleles and single nucleotides crucial for CD19 regulation. Our visualization tools revealed transcription factor motifs corresponding to the top-ranked nucleotides. Validation experiments confirmed that mutations in MYB, PAX5, and EBF1 binding sites reduce CD19 expression. Critically, editing MYB and PAX5 motifs conferred resistance to CD19 CAR-T cell therapy, revealing how non-coding variants can drive immunotherapy escape. Taken together, this approach achieves nucleotide-resolution genotype-phenotype mapping at regulatory elements beyond conventional gRNA-based screens.",nature_html,0
Single-cell thiol profiling enabled by live-cell labeling reveals metabolic heterogeneity in ferroptosis,https://www.nature.com/articles/s41467-026-70336-z,Nature Communications,2026-03-03 00:00:00 UTC,2026-03-03 00:00:00+00:00,10.1038/s41467-026-70336-z,Yu Bai,"Thiols serve indispensable biochemical functions across catalysis, redox homeostasis and energy metabolism. However, profiling multiple thiols at the single-cell level remains challenging due to their trace amount and susceptibility to oxidation. Herein, we report an integrated strategy for thiol profiling at the single-cell level which combines live-cell labeling with organic mass cytometry. The live-cell labeling strategy facilitates the comprehensive measurement of intrinsic thiols with expanded coverage and improved sensitivity, while organic mass cytometry enables simultaneous quantification of 27 labeled thiols and 355 other metabolites from single cells. Assessment of metabolic fluctuation upon stimulation demonstrates practicability and accuracy of this integrated methodology which is capable of pathway activity monitoring, metabolic network mapping and untargeted metabolome profiling. Further application of this method in investigating RSL3-triggered ferroptosis reveals that RSL3 inhibits glutathione synthesis via nuclear factor E2-related factor 2- glutathione axis and results in heterogenous glutathione metabolism between subtypes.",nature_html,0
