title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
The transcription factor HHEX maintains glucocorticoid levels and protects adrenals from androgen-induced lipid depletion,https://www.nature.com/articles/s41467-025-68257-4,Nature Communications,2026-01-11 00:00:00 UTC,2026-01-11 00:00:00+00:00,,"Glucocorticoid-producing cells of the adrenal cortex (i.e. zona fasciculata, zF) constitute the critical effectors of the hypothalamic-pituitary-adrenal axis, mediating the mammalian stress response. With glucocorticoids being essential for life, zF dysfunction perturbs multiple organs that participate in optimizing cardiometabolic fitness. The zF forms a dynamic and heterogenous cell population endowed with the capacity to remodel through the engagement of both proliferative and differentiation programs that enable the adrenal to adapt and respond to diverse stressors. However, the mechanisms that sustain such differential responsiveness remain poorly understood. In this study, we resolve the transcriptome of the steroidogenic lineage by scRNA-seq using Sf1-Crehigh; RosamT/mG reporter mice. We identify HHEX, a homeodomain protein, as the most enriched transcription factor in glucocorticoid-producing cells. We utilize genetic mouse models to demonstrate that Hhex deletion causes glucocorticoid deficiency in male animals. Molecularly, we demonstrate that HHEX is an androgen receptor (AR) target gene, shaping the sexual dimorphism of the adrenal gland by repressing the female transcriptional program at puberty, while also maintaining zF cholesterol ester content by protecting lipid droplets from androgen-induced-lipophagy. Moreover, our study reveals that, in both sexes, HHEX is crucial for maintaining the identity of the innermost adrenocortical cell subpopulation. Specifically, loss of HHEX impairs the expression of Abcb1b (P-glycoprotein/MDR1), an efflux pump regulating steroid export and cellular levels of xenobiotics. Together, these data demonstrate that HHEX serves as a multi-functional regulator of post-natal adrenal maturation that is potentiated by androgens.",nature_html,0
Diffractive magic cube network with super-high capacity enabled by mechanical reconfiguration,https://www.nature.com/articles/s41467-026-68310-w,Nature Communications,2026-01-11 00:00:00 UTC,2026-01-11 00:00:00+00:00,,"Free-space wavefront manipulation devices have emerged as powerful platforms for advanced optical information systems. In response to the challenges posed by the exponential growth of optical information, optical multiplexing and dynamic reconfigurable devices are being actively explored to the enhance system capacity. Among them, coarse-grained mechanically reconfigurable mechanism offers a cost-effective and low-complexity approach for capacity enhancement. However, the channel numbers achieved in current studies are insufficient for practical applications because of inadequate mechanical transformations and suboptimal optimization models. In this article, a diffractive magic cube network (DMCN) is proposed to advance the multiplexing capacity of mechanically reconfigurable system. We utilized the diffractive deep neural network (D2NN) model to jointly optimize the subset of channels generated by the combination of three mechanical operations, permutation, translation, and rotation. The 144-channel holograms, 108-channel single/double focus, 60-channel single/multi-mode OAM beam generation were experimentally demonstrated using diffractive optical elements (DOEs). An equivalent connectivity law was formulated to improve model scalability. Our strategy not only provides a novel paradigm to improve system capacity to super-high level with low crosstalk, but also paves the way for new advancements in optical storage, computing, communication, and photolithography.",nature_html,0
[ASAP] Eu2Li(C3)H: A Carbide Hydride Phase Incorporating Eu2+,http://dx.doi.org/10.1021/jacs.5c19173,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-01-11 14:48:41 UTC,2026-01-11 14:48:41+00:00,10.1021/jacs.5c19173,"Reactions between carbon and lithium hydride in a mixed metal europium/lithium flux led to the synthesis of Eu2Li(C3)H. At room temperature, the compound crystallizes in the tetragonal space group P4/mbm (no. 127, Z = 2; Ca2Li(C3)H type) and undergoes a second-order structural phase transition below ∼250 K to an orthorhombic low-temperature modification (no. 55, Pbam; Z = 4), crystallizing in a new structure type. The phase transition was monitored by using single-crystal X-ray diffraction (SCXRD) and temperature-dependent high-resolution powder diffraction data. Infrared (IR) spectroscopy and gaschromatographic analysis (GC) of the hydrolysis products confirm the existence of a first europium compound with an allylenide anion (C34-). Magnetic susceptibility measurements and 151Eu Mössbauer spectroscopy reveal the presence of divalent europium, suggesting a charge-balanced carbide hydride (Eu2+)2(Li+)(C34-)(H-). A transition to a (soft) ferromagnetic ground state is observed below 42 K. In situ high-pressure, high-temperature (HPHT) investigations indicate a surprisingly high stability of Eu2Li(C3)H and yield a bulk modulus K0 = 65 GPa. Quantum chemical calculations (DFT + U) reveal a pseudogap at the Fermi level and allow the classification as a rare-earth metal Zintl phase exhibiting both ionic and covalent bonding contributions.",pubmed,0
[ASAP] Nitrile RC≡N Triple Bond Cleavage by a Dicopper Nitrite Complex with N2 Elimination and Formation of RCO2– Carboxylate Ligands,http://dx.doi.org/10.1021/jacs.5c18844,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-01-11 17:44:25 UTC,2026-01-11 17:44:25+00:00,10.1021/jacs.5c18844,"This contribution showcases the complete scission of nitrile RC≡N bonds by [Cu2(μ-κ1:κ1-O2N)DPFN][NTf2] (1-NTf2; DPFN = 2,7-bis(fluoro-di(2-pyridyl)methyl)-1,8-naphthyridine, NTf2- = N(SO2CF3)2-), with dinitrogen elimination. These reactions produce dicopper(I,I) carboxylate complexes, [Cu2(μ-κ1:κ1-O2CR)DPFN][NTf2] (4R-NTf2). A fleeting N-nitrosamide intermediate, [Cu2(μ-N(NO)C(O)R)DPFN][NTf2] (3R-NTf2), was detected by NMR spectroscopy and observed to decompose to the final products. While none of these novel N-nitrosamide-ligated dicopper complexes could be isolated due to their thermal instability, complex 3Ph-NTf2 was crystallographically characterized, and its bonding metrics were analyzed. Furthermore, kinetic studies on the in situ formation of 3Ph-NTf2 revealed first-order dependence on both 1-NTf2 and PhCN. Quantum mechanical modeling was employed to develop a mechanistic scenario and elucidate other key intermediates in this unprecedented reaction. The nucleophilicity of the di-Cu(I) nitrite complex was further probed through its reaction with an aryl isocyanate to yield a diazotate complex, [Cu2(μ-κ1:κ1-ONNXenyl)DPFN][NTf2] (2-NTf2; Xenyl = C6H4C6H5), and CO2.",pubmed,0
[ASAP] Pressure-Aware Operando X-ray Methods Reveal True Mechanistic Pathways in Solid-State Batteries,http://dx.doi.org/10.1021/acsenergylett.5c03296,ACS Energy Letters: Latest Articles (ACS Publications),2026-01-11 17:54:58 UTC,2026-01-11 17:54:58+00:00,10.1021/acsenergylett.5c03296,,,0
[ASAP] Engineering of Electrolyte Solution in Governing the Stability of Sodium Metal Anode for Room Temperature Sodium–Sulfur Batteries,http://dx.doi.org/10.1021/acsenergylett.5c03325,ACS Energy Letters: Latest Articles (ACS Publications),2026-01-11 18:51:24 UTC,2026-01-11 18:51:24+00:00,10.1021/acsenergylett.5c03325,,,0
[ASAP] Chirality Transfer in Metal Halide Semiconductors,http://dx.doi.org/10.1021/acsenergylett.5c03196,ACS Energy Letters: Latest Articles (ACS Publications),2026-01-11 19:20:11 UTC,2026-01-11 19:20:11+00:00,10.1021/acsenergylett.5c03196,,,0
Thermal [2+2] cycloaddition as a route to gem-difluoro heterobicyclo[n.1.1]alkanes,https://www.nature.com/articles/s41557-025-02047-9,Nature Chemistry,2026-01-12 00:00:00 UTC,2026-01-12 00:00:00+00:00,,"The [2+2] cycloaddition reaction has been pivotal in advancing synthetic organic chemistry. However, thermal [2 + 2] cycloaddition reactions are symmetry-forbidden due to ground-state orbital symmetry constraints, making them challenging to achieve under non-photochemical conditions. Here we report a stepwise radical intramolecular thermal crossed [2 + 2] cycloaddition, enabled by the fluorine effect of in-situ-generated N-(homo)allyl gem-difluoroenamines and homoallyl gem-difluorovinyl ethers. Silver-catalysed gem-difluoroalkenylation of N-(homo)allylamines and homoallyl alcohols with trifluoromethyl triftosylhydrazones, respectively, followed by an intramolecular crossed [2 + 2] cycloaddition of the in-situ-generated gem-difluoroalkenes enables the synthesis of a range of medically relevant gem-difluoro heterobicyclo[n.1.1]alkanes, including azabicyclo[2.1.1]hexanes, azabicyclo[3.1.1]heptanes and oxabicyclo[3.1.1]heptanes. This methodology features readily available starting materials, high chemo-, regio- and stereoselectivity, excellent functional group compatibility and high yields. Notably, further conversion of the formed azabicyclo[2.1.1]hexanes into azabicyclic endoperoxides via oxygen incorporation highlights the properties of these gem-difluorinated bridged azabicyclic compounds. Combined experimental and computational studies support a stepwise radical mechanism for the thermal crossed [2+2] cycloaddition.",nature_html,0
Electrochemical quantification of phosphonic acid passivated surface sites of NiOx for perovskite solar cells,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05065K,RSC - Energy Environ. Sci. latest articles,2026-01-12 00:00:00 UTC,2026-01-12 00:00:00+00:00,,"Nickel oxide (NiOx) is among the few p-type metal oxide semiconductors considered a strong candidate for hole transport layers in halide perovskite solar cells (PSCs). However, its reactivity with perovskite ions poses significant challenges to achieving high efficiency and long-term stability. Here, we investigate passivation of detrimental reactive surface sites on NiOx by carbazole phosphonic acids. We leverage electrochemical cyclic voltammetry (CV) of NiOx electrodes as a proxy measure for the redox activity that afflicts PSCs. From the CVs, we derive a metric, N (units 1/cm2), that relates to the number of redox active sites on NiOx surfaces. We observe a statistically significant negative correlation between PSC efficiency and N-value that indicates PSCs are more efficient on NiOx with lower electrochemical reactivity. The new mechanistic insight into NiOx passivation demonstrates it requires a reducing agent and Brønsted acid combination, providing a broadly applicable approach for evaluating and enhancing the stability and performance of NiOx-based interfaces in photovoltaics.",rsc_html,0
Shape-adaptive electronics based on liquid metal circuits printed on thermoplastic films,https://www.nature.com/articles/s41928-025-01528-6,Nature Electronics,2026-01-12 00:00:00 UTC,2026-01-12 00:00:00+00:00,,"Conformal electronics are of use in the development of wearable and biointegrated devices. However, existing methods of creating such electronics can lead to a lack of mechanical robustness, are limited in their range of materials or require specialized equipment and complex procedures. Here we report a heat-shrinking method for fabricating conformal electronics in which semi-liquid metal circuits are patterned onto thermoplastic substrates and then heated to induce shrinkage around a target object. We develop a semi-liquid metal that can withstand shrinkage deformation and maintain long-term electrical stability. We also develop simulation tools to consider the effect of the thermoplastic film’s deformation on the final circuit pattern, which allows precise circuit designs to be created on the initially planar film. The resulting shape-adaptive electronics exhibit high durability, with minimal conductivity change after 5,000 bending and twisting cycles. We illustrate the potential of the method by creating circuits for de-icing model aircraft, robot tactile sensors, fruit temperature and humidity sensors, fingertip pulse sensors, and smart bandages.",nature_html,0
