title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
NAC controls nascent chain fate through tunnel sensing and chaperone action,https://www.nature.com/articles/s41586-025-10058-2,Nature,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"The nascent polypeptide-associated complex (NAC) is a conserved ribosome-bound factor with essential yet incompletely understood roles in protein biogenesis1. Here, we show that NAC is a multifaceted regulator that coordinates translation elongation, cotranslational folding, and organelle targeting through distinct interactions with nascent polypeptides both inside and outside the ribosome exit tunnel. Using NAC-selective ribosome profiling in C. elegans, we identify thousands of sequence-specific NAC binding events across the nascent proteome, revealing broad cotranslational engagement with hydrophobic and helical motifs in cytosolic, nuclear, ER, and mitochondrial proteins. Unexpectedly, we discover an intra-tunnel sensing mode, where NAC engages ribosomes with extremely short nascent polypeptides inside the exit tunnel in a sequence-specific manner. Moreover, initial NAC interactions induce an early elongation slowdown that tunes ribosome flux and prevent ribosome collisions, linking NAC’s chaperone activity to kinetic control of translation. We propose NAC action protects aggregation-prone intermediates by shielding amphipathic helices, thus promoting cytonuclear folding. NAC also supports mitochondrial membrane protein biogenesis and ER targeting by early recognition of signal sequences and transmembrane domain. Our findings establish NAC as an early-acting, multifaceted orchestrator of cotranslational proteostasis, with distinct mechanisms of action on nascent chains depending on their sequence features and subcellular destinations.",nature_html,False
Maintenance of cytoplasmic and membrane densities shapes cellular geometry in Escherichia coli,https://www.nature.com/articles/s41467-025-67553-3,Nature Communications,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Microbes precisely control their composition and geometry across diverse growth conditions, yet the mechanisms coordinating these processes remain unclear. Here, we integrate quantitative proteomics, microscopy, and biochemical measurements to reveal a biophysical principle linking these properties in Escherichia coli: cytoplasmic and membrane protein densities maintain a tightly conserved ratio across growth conditions, while the periplasmic density varies. Building on this observation, we develop a mathematical model demonstrating that maintaining this density ratio constrains the surface-to-volume ratio as a nonlinear function of proteome composition, specifically the ribosomal proteome fraction and partitioning between cellular compartments. The model holds under guanosine tetraphosphate perturbations that alter ribosome levels, further demonstrating that cellular geometry is not strictly determined by growth rate. These findings provide a biophysical framework for geometry control, underscoring density maintenance as a key physiological constraint that shapes cellular phenotypes.",nature_html,False
The development of thermal interface materials,https://www.nature.com/articles/s41928-025-01543-7,Nature Electronics,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Increasing power densities in microprocessors and artificial intelligence hardware are pushing the thermal limits of electronic systems, and thermal interface materials—thin layers that conduct heat between dissimilar surfaces—are central to addressing this challenge. Classical models suggest that efficient heat transfer is possible with such materials, but real-world performance is always limited by nanoscale roughness, imperfect contacts and degradation under thermal cycling. Here we explore the development of thermal interface materials. We examine the physical origin of interfacial thermal resistance and consider its impact on device scaling, efficiency and reliability. We then discuss material and design strategies that can balance thermal conductivity with mechanical compliance, bond line thickness and electrical insulation. Finally, we highlight the need to treat thermal interface materials, not as passive fillings, but as integral system components that are co-designed alongside device architectures, and propose an integrated engineering framework for the future development of thermal interface materials.",nature_html,False
Superior High-Temperature Capacitive Energy Storage Performance Enabled by In Situ Grown Nanodots in Polymer Nanocomposites,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE06723E,RSC - Energy Environ. Sci. latest articles,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"High-temperature electrostatic capacitors are essential for advanced power electronics and energy systems, yet most polymer dielectrics suffer from severe conduction loss and premature failure under coupled thermal and electrical stress. Here, we report a nanoconfinement strategy that enables the in situ growth of ultrasmall inorganic nanodots uniformly embedded within high-temperature polymers. These nanodots simultaneously enhance the dielectric constant and breakdown strength, while introducing abundant interfacial deep traps that suppress charge transport by shortening hopping distance and increasing activation energy. As a result, the optimized nanocomposite achieves state-of-the-art discharged energy densities of 7.03 J cm−3 at 200 °C and 3.40 J cm−3 at 250 °C with efficiencies exceeding 90%, and maintains stable operation over 50,000 charge–discharge cycles at 200 °C. Moreover, the scalable fabrication of large-area, defect-free films underscores its strong potential for practical application. Overall, this work establishes a robust design paradigm for polymer dielectrics with suppressed high‐temperature conduction and ultrastable capacitive energy storage performance, offering a pathway toward compact and reliable capacitors for extreme-environment deployment.",rsc_html,False
Spatially resolved modeling of pumped storage and hydropower for China's carbon neutrality,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05948H,RSC - Energy Environ. Sci. latest articles,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"China's commitment to carbon neutrality by 2060 requires 5000--8000 GW integration of variable renewable energy, which may pose unprecedented grid stability challenges. Using spatial-temporally resolved modeling to co-optimize capacity expansion and system operation for hybrid wind-solar-hydro power, we quantify the flexibility requirements of pumped hydro storage (PHS) and cascaded hydropower in a decarbonized grid. We demonstrate that deploying 205 GW of open-loop PHS reduces system costs by 81 billion yuan (about 11.6 billion USD) annually while decreasing VRE curtailment by 11%. Through reservoir-level modeling of closed-loop PHS, we reveal that conventional approaches systematically overestimate capacity requirements by 30\% and inflate costs by 36 billion yuan (about 5.2 billion USD) annually by failing to capture operational flexibility. Crucially, price volatility in renewable-dominated markets generates arbitrage revenues sufficient to enable the commercial viability of PHS without subsidies—a finding with global implications for financing energy transitions. Optimizing hydropower cascade operations yields an additional 116 billion yuan (about 16.6 billion USD) in annual savings. Multi-year climate simulations confirm system resilience across diverse weather conditions. Sophisticated modeling of pumped storage and hydropower flexibility is essential for designing economically viable pathways to deep decarbonization in large-scale power systems.",rsc_html,False
Human-Taught Sensory-Control Synergy for Universal Robotic Grasping,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf583/8400358?rss=1,National Science Review Advance Access,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,10.1093/nsr/nwaf583/8400358,"Universal grasping is essential but challenging in robotic manipulations, particularly for humanoid robots with multi-fingered hands. To learn skills of dexterous manipulations from humans, we propose a sensory-control synergy (SCS) approach mimicking human grasping experience. We develop a tactile glove worn on a human hand to capture multimodal tactile data (contact, slip, and pressure) during human grasping demonstrations. Emulating human neurocognition, the multimodal tactile data are encoded into semantically explicit grasping states by neural-network computing. Drawing on human motor control strategies, an experience-based fuzzy controller is built to swiftly convert semantic grasping states into grasping actions. Benefiting from the semantization of grasping states, the sensory-control synergy model is highly logicalized and generalizable, can be data-efficiently built by non-experts and readily transferred to robots for accomplishing universal robotic manipulation. The robot with SCS achieves an average success rate of 95.2% in grasping diverse objects of daily life, including slippery, fragile, soft, and heavy objects. In dynamic disturbance and complex tasks, the robot autonomously manipulates by its adaptive sensory-control synergy, demonstrating human-like universal grasping capabilities.",rss_oup,False
Non-equilibrium snapshots of ligand efficacy at the μ-opioid receptor,https://www.nature.com/articles/s41586-025-10056-4,Nature,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Distinct ligands for the same G-protein coupled receptor (GPCR) activate intracellular signaling partners to varying extents, but the molecular mechanisms driving these differences remain elusive. Hypothesizing that such differences in signaling efficacy may be captured structurally in intermediate states under non-equilibrium conditions, we implemented a time-resolved (TR) cryo-EM approach to visualize the GTP-induced activation of the Gαiβγ heterotrimer by the μ-opioid receptor (MOR) bound to three ligands displaying partial, full, or super-agonism on the receptor1. We resolved ensembles of conformational states along the G-protein activation pathway, including a previously unobserved intermediate state that enabled us to visualize receptor dynamics as a function of bound ligand. The results demonstrate ligand-dependent differences in state occupancy and conformational stability, with higher ligand efficacy correlating with increased dynamics of the receptor’s transmembrane (TM) helices 5 and 6. Furthermore, we identify key mechanistic differences in the GTP-induced activation of Gi compared to Gs that likely underlie their distinct activation kinetics. Corroborated by molecular dynamics (MD) simulations and single-molecule fluorescence assays, these findings provide a dynamic structural landscape of GPCR-G-protein interactions for ligands of different efficacy and suggest partial agonists may produce a ‘kinetic trap’ during G-protein activation.",nature_html,False
Structural insights into toxicant export mediated by ABCC2 in Arabidopsis thaliana,https://www.nature.com/articles/s41467-025-67713-5,Nature Communications,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Plants are highly vulnerable to damage from environmental pollutants, making detoxification mechanisms essential for sustaining growth and development. ABCC2 in Arabidopsis thaliana (AtABCC2) plays a critical role in detoxification by exporting diverse toxic compounds. Here, we report the structures of AtABCC2 in three distinct states: substrate-free, bound to the substrate S-(2,4-dinitrophenyl)glutathione (DNP-GS), and bound to ATP. Both monomeric and dimeric forms of AtABCC2 are observed. Unlike other dimeric ABCC homologs, AtABCC2 features a dimer interface mediated by its transmembrane domains. DNP-GS occupies an amphipathic cavity formed by the transmembrane domains. ATP binding drives the conformational changes in each protomer which bring the transmembrane and nucleotide-binding domains closer together, transitioning the transporter from a cytosolic-facing to an occluded state. Together, these findings advance our understanding of the molecular basis of substrate binding and transport by AtABCC2, and shed light on plant detoxification mechanisms.",nature_html,False
A synthetic cell-free pathway for biocatalytic upgrading of formate from electrochemically reduced CO2,https://www.nature.com/articles/s44286-025-00315-6,Nature Chemical Engineering,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Electrochemical reduction of carbon dioxide (CO2) can produce important one-carbon (C1) feedstocks for sustainable biomanufacturing, such as formate. Unfortunately, natural formate assimilation pathways are inefficient and constrained to organisms that are difficult to engineer. Here we establish a synthetic reductive formate pathway (ReForm) in vitro. ReForm is a six-step pathway consisting of five engineered enzymes catalyzing nonnatural reactions to convert formate into the universal biological building block acetyl-CoA. We establish ReForm by selecting enzymes among 66 candidates from prokaryotic and eukaryotic origins. Through iterative cycles of engineering, we create and evaluate 3,173 sequence-defined enzyme mutants, tune cofactor concentrations and adjust enzyme loadings to increase pathway activity toward the model end product malate. We demonstrate that ReForm can accept diverse C1 substrates, including formaldehyde, methanol and formate produced from the electrochemical reduction of CO2. Our work expands the repertoire of synthetic C1 utilization pathways, with implications for synthetic biology and the development of a formate-based bioeconomy.",nature_html,False
Interwoven magnetic kagome metal overcomes geometric frustration,https://www.nature.com/articles/s41563-025-02414-4,Nature Materials,2025-12-22 00:00:00 UTC,2025-12-22 00:00:00+00:00,,"Magnetic kagome materials provide a platform for exploring magneto-transport phenomena, symmetry breaking and charge ordering driven by the intricate interplay among electronic structure, topology and magnetism. Yet geometric frustration in conventional kagome magnets limits their tunability. Here we propose a design strategy for interweaving quasi-one-dimensional magnetic Tb zigzag chains with non-magnetic Ti-based kagome bilayers in TbTi3Bi4. Comprehensive spectroscopic analyses reveal coexisting elliptical-spiral magnetic and spin-density-wave orders accompanied by a large ~90 meV band-folding gap. The combined magnetic and electronic state leads to a giant anomalous Hall conductivity of 105 Ω−1 cm−1, which exceeds that observed in frustrated kagome analogues. These results establish TbTi3Bi4 as a model system of magnetic kagome metals with strong electron–magnetism interactions and underscore the necessity of interweaving designed magnetic and charge layers separately to achieve tunable transport properties. This design strategy will enable the discovery of emergent quantum states and next-generation electronic materials.",nature_html,False
