title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
Strategically significant synthesis of conjugated porous organic polymers via retro diazotization chemistry,https://www.nature.com/articles/s41467-026-69515-9,Nature Communications,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"To overcome the limitations of conventional conjugated porous organic polymer (CPOP) syntheses that require harsh conditions or metal catalysts and fail to introduce halogen substituents such as –Br and –I in a controlled manner, we present herein a strategically significant synthesis method based on bismuthene-catalyzed photoredox C–H arylation via in situ diazotization. This approach provides enhanced polymer chain growth with relatively high Mw (up to 322 kDa), ideal poly-dispersity, tunable optical properties (visible to NIR region), and enabling to access to a broad range of monomers with high tolerance for halogens. To gain deeper insight into the mechanism of C–C bond formation via bismuthene-catalyzed photoredox C–H arylation, control and scavenger experiments were performed. The results confirm that CPOP growth proceeds through a single-electron transfer pathway, forming linear or cross-linked networks. The resulting polymers exhibited efficient photocatalytic activity for the selective oxidation of styrene to benzaldehyde via singlet oxygen as the dominant reactive species, achieving > 99% conversion and selectivity under blue LED irradiation. Remarkably, halogen-containing CPOPs (–Br, –I) afforded higher yields and superior photocatalytic efficiency, attributed to the heavy-atom effect and defect generation, which collectively enhance visible-light absorption and charge separation.",nature_html,0
Photoswitchable imaging contrast agents as an emerging frontier in precision bioimaging,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D6CS00003G,RSC - Chem. Soc. Rev. latest articles,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"Photoswitchable molecules exhibit reversible photoisomerization between distinct isomeric states under alternating light irradiation, possessing unique photophysical properties. Derived from these molecules, photoswitchable imaging contrast agents (PICAs) offer significant advantages over conventional agents: (1) background suppression through state-switching algorithms; (2) continuous imaging capability enabled by high fatigue resistance; (3) rapid signal modulation minimizing acquisition time. A comprehensive analysis of PICA advancements and persistent challenges across bioimaging applications is imperative. This review systematically evaluates several representative photoswitchable molecules as PICAs and proposes innovative molecular design and assembly strategies to address the limitations hindering the widespread implementation of PICAs in bioimaging, such as hydrophobicity, short-wavelength excitation, and suboptimal emission performance. Additionally, recent advances in PICAs for fluorescence, phosphorescence, photoacoustic, magnetic resonance and Raman imaging are summarized, highlighting their significant contributions to improving bioimaging quality and precision. Finally, an outlook is provided on the intersection of PICA design and property optimization for propelling both preclinical physiological research and clinical diagnostic and monitoring technologies.",rsc_html,0
A donor-acceptor porous organic polymer anchoring a high density of cobalt single sites realizes full-spectrum photothermal CO2 hydrogenation,https://www.cell.com/chem/fulltext/S2451-9294(25)00496-6?rss=yes,Chem,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"The efficient utilization of the full solar spectrum in photothermal CO2 hydrogenation remains a major challenge in catalyst design. Here, a two-dimensional donor-acceptor porous organic polymer with high-density, atomically dispersed Co sites is developed for efficient full-spectrum CO2 hydrogenation. The Co single sites enhance charge separation and infrared absorption, achieving excellent photothermal conversion efficiency and CO production performance.",rss_cell,0
Half-integer thermal conductance in integer quantum Hall states,https://www.nature.com/articles/s41467-026-69659-8,Nature Communications,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"Considering a range of candidate quantum phases of matter, half-integer thermal conductance is believed to be an unambiguous evidence of non-Abelian states. It has been long known that such half-integer values arise due to the presence of Majorana edge modes, representing a significant step towards topological quantum computing. Here, we challenge this prevailing notion by presenting a comprehensive theoretical and experimental study where half-integer two-terminal thermal conductance plateau is realized employing integer quantum Hall states. Our proposed setup features a confined geometry of bilayer graphene, interfacing distinct particle and hole-like integer quantum Hall edges. Each segment of the device exhibits full charge and thermal equilibration. Our approach is amenable to generalization to other quantum Hall platforms, and may give rise to other values of fractional quantized transport. Our study demonstrates that the observation of robust non-integer values of thermal conductance can arise as a manifestation of mundane equilibration dynamics as opposed to underlying non-trivial topology.",nature_html,0
Electrolysis with built-in seawater desalination by porous-solid-electrolyte reactor,https://www.nature.com/articles/s41893-026-01772-4,Nature Sustainability,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"The deployment of green hydrogen in the global transition towards sustainable energy systems relies heavily on cost-effective renewables. Regions rich in renewable energy are usually along a seashore, although the direct electrolysis of seawater is still technically challenging. Moreover, the scarcity of freshwater poses significant costs for hydrogen production. Here we describe an electrolysis process with built-in seawater desalination in a porous-solid-electrolyte reactor. A three-chamber cell with bipolar membranes synergizes the acidic hydrogen evolution reaction, the alkaline oxygen evolution reaction and electrodialysis desalination processes. The use of a porous solid electrolyte in the cell facilitates reliable electrochemical equilibrium, resulting in a coupling factor of approximately 100% for electrolysis and desalination, which maintains the high kinetic current of the coupled electrochemical processes for a lower energy penalty. For seawater electrolysis, the optimized catalyst is robust against anodic Cl− corrosion and serves to enhance device reliability. Long-term cell operation with real seawater experienced negligible device degradation over 360 h. The current system can produce approximately 2.1 t of freshwater meeting potable standards for every kilogram of hydrogen generated, thus offering a feasible pathway to harnessing seawater for both clean water and green hydrogen.",nature_html,0
Daily briefing: The science influencers tackling misinformation online,https://www.nature.com/articles/d41586-026-00528-6,Nature,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,,,0
Recent research progress on organoboron-based stimuli responsive materials,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS01242B,RSC - Chem. Soc. Rev. latest articles,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"Organoboron-based stimuli-responsive materials have attracted intense research interest over the past decade owing to their broad utility in optoelectronics, chemical sensing, and smart devices. The boron center combines Lewis acidity, pronounced electron-accepting character, and synthetically tunable orbital hybridization, enabling boron-embedded scaffolds to undergo rapid and reversible structural or electronic transformations under optical, thermal, mechanical, or electrical stimuli. These perturbations modulate intra- and intermolecular interactions, producing pronounced changes in photophysical signature, charge-transport behavior, or mechanical response that can be exploited for real-time optical read-out or switchable device function. This review describes recent progress in boron-containing responsive systems ranging from small molecules and polymers to supramolecular assemblies, with emphasis on luminescent materials and representative advances of the last five years. Current challenges and future directions toward next-generation boron-based smart materials are also discussed.",rsc_html,0
Many-body entanglement in solid-state emitters,https://www.nature.com/articles/s41578-026-00893-8,Nature Reviews Materials,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"The preparation and control of quantum states lie at the heart of quantum information science. Recent advances in solid-state quantum emitters (QEs) and nanophotonics have transformed the landscape of quantum photonic technologies, enabling scalable generation of quantum states of light and matter. A new frontier in solid-state quantum photonics is the engineering of many-body interactions between QEs and photons to achieve robust coherence and controllable many-body entanglement. These entangled states, including photonic graph and cluster states, superradiant emission and emergent quantum phases, are promising for quantum computation, sensing and simulation. However, intrinsic inhomogeneities and decoherence in solid-state platforms pose considerable challenges in realizing such complex entangled states. This Review provides an overview of fundamental many-body interactions and dynamics at the light–matter interfaces of solid-state QEs and discusses recent advances in mitigating decoherence and harnessing robust many-body coherence.",nature_html,0
Knowledge interdependencies between lithium- and sodium-ion battery chemistries,https://www.nature.com/articles/s41560-026-01985-z,Nature Energy,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"Battery technology presents a major economic opportunity, spanning diverse metal-ion battery chemistries with distinct material, performance and supply chain characteristics. How knowledge is shared across these chemistries is essential for industrial strategies informed by techno-economic forecasting but understudied. Here we report the use of advanced large language models for automated patent classification to map knowledge flows within and across lithium-ion and sodium-ion battery chemistries, based on patent citation networks encompassing over 15,000 patent families classified at the chemical structure level. We find substantial, persistent knowledge flows within and across chemistries for product and process innovation, with continuous directional knowledge flows from mature lithium-ion to emerging sodium-ion chemistries. For some lithium-ion chemistries, cross-chemistry knowledge flows even exceed within-chemistry flows. These results indicate that industrial strategies aiming to leap-frog to new chemistries without design and manufacturing experience in existing chemistries are unlikely to succeed, and battery chemistries should therefore not be treated as fully independent technologies in forecasting models.",nature_html,0
Tailoring zinc-ion deep eutectic electrolytes through dual regulation of solvation shell volume and solvent polarity,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D6EE00073H,RSC - Energy Environ. Sci. latest articles,2026-02-17 00:00:00 UTC,2026-02-17 00:00:00+00:00,,"The tunability of Lewis acid-base and hydrogen-bonding (HB) interactions in deep eutectic electrolytes (DEEs) is considered as effective platform for addressing vital challenges in zinc-ion batteries. However, in aqueous DEEs, undesirable intermolecular forces severely obstruct ion hopping, as reflected in high solute viscosity and transport behavior, which is only effective over short ranges. The Stokes-Einstein formula and Debye–Hückel theory based on Kohlrausch’s law describe the transport mechanism of cations in non-ideal fluids, where small solvation shell enables faster ion migration under electric field. The Et(30) parameter, which captures the trade-off between specific HB interactions and solvent polarity, serves as key descriptor for tailoring the desolvation kinetics of solvation sheath. Based on systematic screening of solvation shell volumes and solvent polarity, acetonitrile (AN) with small solvation shell volume and moderate polarity is the optimal choice. Furthermore, the system’s maximal decoupling from the environment validates the concept of long-range efficient ion transport. Ultimately, the DEE system achieves fourfold enhancement in ionic conductivity (8.3 mS cm−1) and exceptional cycling durability in Zn–I2 pouch cell, retaining reversible capacity of 95.4 mAh g−1 after 1,500 cycles at 1 A g−1. This work significantly narrows the theoretical gap between aqueous and non-aqueous battery systems.",rsc_html,0
